CHAPTER 1

Houston, Texas	
	They walked out of the store and got into the car. Willie was driving and Steve sat in the back seat with the store clerk. Steve reached down in the sack and pulled out a beer, popped the top and handed it over to the girl who refused to take it. She was crying and fearing for her life. 
	“Come on and take it,” Steve told her. “This is a party.”
	“I don’t want any,” the girl snapped at him.
	Steve reached over and slapped her hard in the face. “Do you think you’re too good to drink with me?”
	“No, I just don’t want any,” she sobbed. “Please let me out!”
	Steve sat back in the seat and sighed. “Look, bitch, you might as well enjoy this. It’s still a couple of hours before the sun comes up.”
	The girl refused to talk to talk to him which made Steve angry. He slapped her again in the face and the girl started crying hysterically. “Shut up,” he hollered at her.
	“Don’t kill her before I get a piece,” Willie told him as he drove.
	“Don’t worry about it,” Steve said to Willie. He turned to the store clerk and began gently stroking her hair. “Pull your shirt off and your pants down,” he said calmly.

	The sun was just about to rise when Willie stopped the car. Steve opened the back door and pushed the girl’s body out onto the deserted street with his blouse off and her pants pulled down around her ankles. He slammed the door shut and Willie drove off leaving her there. Steve climbed over the back of the seat into the front with Willie. He got the bag with the money in it and started counting. 
	“We’ll eat us some breakfast when we get up to Seminole,” Willie said. “Hell, I might as well eat, it don’t look like you ever gonna let me have any fun on this trip.” He looked over at Steve who had just finished counting the money. “We did get enough to eat and buy gas, didn’t we?”
	“We got two hundred and forty two dollars,” Steve answered.
	“That’ll work,” laughed Willie. “I’ll tell you what, you cocksucker, I’m doin’ the next one”
	“Go ahead if it’ll make you feel any better.”
	“You don’t even know how to kill anybody,” Willie told him.
	“They’re all dead, ain’t they?
	“Sure, they’re all dead, but not one single fuckin’ time have you ever thought of your partner. Fuck, man, we’re both gonna go to death row for this and I ain’t even got me no pussy out of this deal yet!”

	It was 10pm and Steve and Willie were driving around the streets of Albuquerque, New Mexico when they both notice a pretty young girl washing her car at a quick car wash. She was wearing short cut off jeans and a halter top. She was holding her long, black hair back with one hand while washing the car with the other with the spray wand. 
	“Shit, did you see that?” Willie laughed as they drove past. 
	“I saw it,” Steve smiled.
	Willie quickly turned the car around. “This one is all mine,” he said as they drove back down the street to the car wash. “If you’re lucky, I’ll let you have a piece of it, but not until I’m through, you choke happy bastard!” He pulled the car into the next bay over from her at the car wash. “Keep your ass in the car,” he told Steve as he got out. He walked around to where the girl was still washing her car. “Do you have any quarters?” he asked.
	The girl looked up at him without smiling and shook her head no. Willie walked back to the car and motioned for Steve to roll the window down. “You ought to see this little bitch up close. She is one fine little bitch!”
	“Are you gonna get her or what?” Steve asked impatiently.
	Willie nodded. “Watch a professional work, son.” He held his hand out. “Gimme some quarters.”
	Steve reached in his pocket and pulled out some quarters and gave them to Willie who went and inserted some of them into the machine. He was pretending to be washing the car wile he watched the girl pull her car forward to the drying and vacuum cleaning area. He walked over and turned the knob on the car wash to the off position. He turned to Steve and motioned for him to get under the steering wheel and to drive the car forward. He climbed in on the passenger side and Steve drove the car up next to the girl’s. Willie got out of the car leaving the passenger side door open. He smiled at the girl who was watching him cautiously and acted like he was going to the paper towel machine. He walked right past her on his way to the machine and when he was returning, she completely ignored him as she continued to dry off her car. While her back was turned to him, he quickly grabbed her by her long hair and pulled her backwards to the car and shoved her in. She screamed and fought him, but he managed to get her securely in and slammed the door shut as he got in behind her. She continued to fight and he started hitting her hard about the face and head.
	She screamed again and his continued beating on her. “Shut up, you little bitch or I’ll beat hell outta you!” He grabbed hold of her and held her tightly. “Start the motherfuckin’ car and get the hell outta here,” he shouted at Steve. 
	“Let me out of here, you bastards,” she shouted as Steve drove away and Willie held on to her.
	“Hell, you can talk, can’t you? You little snobby, stuck up bitch,” Willie shouted back at her.
	“What do you want with me?” the girl cried.
	“Pussy, you ignorant bitch, what do you think?” he shouted. He turned to Steve, “Drive out to the country somewhere!” He then turned back to the girl. “I don’t know about you, honey, but I’d like to have a little blowjob before we fuck.” He let go of her just enough to undo his pants. “Suck it!”
	The girl shook her head no crying. He slapped her several times and then grabbed her by the hair pulling her head down. He laid his head on the back of the seat. “Ah, that’s more like it.” He suddenly jumped forward and slapped her. “You bitch! You bit me!” He slapped her some more. “You wanna play rough, I’ll play show you how to play rough!” He lit a cigarette and started burning her with it on the inside of her thighs. She tired to fight him and he beat her into submission. 
	For over an hour, the girl endured Willie’s torture. He stripped her naked, beat her over and over, raped her and burned her with cigarettes on every tender, sensitive area on her body. He had Steve pull over to the side of a deserted, dirt road and raped her on the hood of the car one last time. The girl laid there on the hood when he was finished beaten down and whimpering. “Okay, killer, it’s your turn,” Willie told Steve as he was putting his pants back on. Steve grinned and took his clothes off. He climbed up on the hood with the girl and as he penetrated her, he grabbed her throat with both hands and began choking her to death.

	



















CHAPTER 8

	Willie’s old Ford began cutting out on the way to Raton, New Mexico. “I’m getting tired of drivin’ this old piece of shit. We need to find us a new one.”
	“It may be a piece of shit, but we’ve come a long ways in this old bastard,” Steve commented. 
	They passed on through Raton and were driving through the mountains on into Colorado when Steve saw a Winnebago parked there at a campsite with a Ford Explorer in tow. “Did you see that?” he asked Willie and then told him about what he saw.
	“Shit, I wouldn’t mind havin’ one of them motor homes. I haven’t had a good night’s sleep since you showed up at my house. He slowed down and turned on the first dirt road he saw.
	Travis Williams and his wife, Ann, were vacationing with their sons, twelve year old Tony, nine year old Jessie, and their fifteen year old daughter, April. The plans were to camp in the San Isabel National Forest and explore the Rocky Mountains in Colorado. Travis had his charcoal grill going and was cooking hamburgers while the rest of the family sat in their lawn chairs and visited. Suddenly, they all noticed Willie and Steve walking in to their campsite. 
	“Howdy, folks,” Willie greeted with a friendly smile. “Those hamburgers sure do smell good.”
	“Pardon us for barging in on ya’ll like this, but our car broke down about a mile up the road,” Steve told them.
	Travis looked them over for a moment, he was suspicious of them. “Where ya’ll from?” he asked.
	“Texas,” smiled Willie.
	Travis relaxed when he heard that. “Hell, we are too!” He looked down at his grill. “I’d offer you boys a hamburger, but there ain’t enough meat. Will a beer do?”
	“That sounds good to me,” Steve grinned. “I worked up a thirst on that long walk.”
	Travis turned to Ann. “Honey, would you go get these boys a beer?” 
	Ann got up smiling. “One of ya’ll can have my seat.” She looked over to her boys. “One of you let these men have your chair,” she instructed.
	“Oh, no, ma’am,” Willie said as he sat down on the ground. “We’ll be just fine sittin’ right here.”
	Ann smiled and nodded her approval as she went inside of the motor home to get them a beer.
	“So, what are ya’ll doin’ all the way up here in Colorado?” Willie asked Travis.
	“Just vacationing.”
	“I wanna go bear hunting,” Tony said proudly to impress the two men.
	“A bunch of hunters, huh?” Willie laughed as he turned to Steve and winked. “I like to hunt myself. That’s why I think I’ll like it up here. Plenty of bear, plenty of elk. Me and Steve here, we’re on our way up to Denver. I got a cousin up there that says he can get us a job at the plant where he works. You know, there ain’t that many jobs out in West Texas anymore.”
	Travis nodded as he listened and flipped the hamburger patties over. “It’s the same all over,” he agreed, “a lot of our work where I work is done in China and Mexico.”
	“What kind of work do you do?” asked Steve to get inn on the conversation. 
	“I’m a semiconductor engineer in Dallas,” he answered.
	“Oh, a big money man,” laughed Willie.
	“Well, I wouldn’t say that,” Travis said modestly.
	Betty came out of the motor home carrying three beers. She gave the first one to Travis and then walked over to Steve and Willie and handed them one.
	“Thank you, ma’am, I appreciate that,” Willie smiled innocently up at her.
	“You’re quite welcome,” she smiled back.
	“Honey, it’s too late to help these men out with their car problems today, so I thought that you and the kids might drive down to that little store on down the road and see if you couldn’t buy these guys something for dinner,” Travis told his wife.
	“Oh, you don’t have to do that,” Willie said as he stood up. “But if you fine people will just drive us to the nearest town, we’ll get a motel room and leave you folks in peace. We can’t ask you to feed us!”
	“Nonsense! Ann and April can drive over to that store and pick ya’ll up a few items,” Travis protested. “And as far as getting a motel room, we have a couple of sleeping bags. Ya’ll can just camp out with here tonight outside the motor home and I’ll help you get your car started in the morning.”
	“Okay, you talked us into it,” Willie said smiling.
	Later that night, the Williams family was all in bed inside the motor home while Steve and Willie were outside in their sleeping bags. “Can you believe this shit? Was this easy or what?” Willie asked Steve.
	“Did you see the ass on that girl? What was her name?” Steve asked.
	“Hell, I don’t know, I ain’t gonna fuck her name,” Willie answered as he leaned up on his elbow to look over at Steve. “When do you think we ought to make our move?”
	“I don’t know. Both of those little bastards talked about huntin’ all damned night so I know that they must have some guns in there,” Steve told him. “We’ve got to be careful.”
	“Hell, careful is my middle name. We’ve just got to think of something to outsmart these motherfuckers, that’s all. Just let me lay here and think a few minutes, I’ll come up with something.”

	By 3am, Willie had come up with what he thought would be the perfect plan. He started beating on the door of the motor home frantically calling for help. “Help! Help me, Travis! Steve’s out here, I don’t know what’s wrong with him, but he’s dying! Help!”
	Travis opened the door concerned. “What’s the matter?”
	Willie pointed over to Steve who was acting like he was convulsing. He was choking and making gagging sounds and shaking as if he were having a seizure.
	“I don’t know what’s wrong with him,” shouted Willie. “He woke me up doin’ that! Is he gonna die? Is he? Oh, God, please don’t let him die!”
	Travis ran over to where Steve was laying on the ground and knelt down beside him watching him closely. “I’ve never seen anything like this! Ann, get out here,” he yelled at toward the motor home. “We’re going to have to get him to a hospital!”
	Willie reached down and picked up a stick of firewood while Travis was still trying to help Steve who was still putting on his act. Willie suddenly hit Travis in the back of the head with the firewood knocking him unconscious. Ann rushed out the door of the motor home while Steve was continuing on with his performance. Ann froze in her tracks when she saw her husband laying there. “What’s wrong with them?” she screamed. 
	Steve suddenly started laughing and sat up. Willie slapped Ann down and kicked her. “Are those little brats of your’s awake?” He kicked her again and started walking for the motor home. “They’d better not be!” He took a few more steps before turning back to Steve. “Keep an eye on that bitch and I’ll go find us some guns!”
	“Please let me check on my husband,” Ann cried.
	“Shut up,” Steve yelled at her.
	Willie was met just inside the door by Jessie who had been awaken by all of the noise. “What’s going on out there?” he asked.
	Willie smiled at him. “Oh, we’re gonna have to tie that poor son of a bitch down to get him to the hospital. Your Mama sent me in here for some rope. Do you know where it is?”
	“Sure, I know!”
	“She said you would,” Willie smiled at him.
	Jessie immediately turned around and ran for the cabinet. Willie walked up behind him as the boy dug through the utility drawer. The boy found the rope and turned around showing it to Willie. “Here it is!”
	Willie slapped the boy hard. “Don’t cry, don’t yell or I’ll kill your little ass! Turn around here and let me tie you up,” he demanded. In a matter of moments, he had the boy tied and just as he was finishing, Tony walked in and saw his brother. He fearfully looked at Willie and ran back down the hall. Willie chased after him and caught him in front of a closet door that Tony was trying to get open, but it was locked. Willie threw a piece of nylon rope around his neck and started strangling him. “What’s behind that door?” he shouted. “Never mind, don’t tell me, I think I can guess!”
	He hit Tony several times in the face and when the kid was lying limp on the floor, he tied him up. He kicked the closet door a few times until it broke. He smiled when he saw the rifles inside. He saw a box sitting on a shelf and when he opened it, he found a 9mm Kurtz. He smiled as he held up the small pistol and after the loaded it, he walked on to April’s room. He opened the door and saw her asleep with her   stereo headphones on and gently sat down on the bed with her.
	Travis was still unconscious and Ann was checking over his injuries while Steve carefully watched her. “He’s going to bleed to death if he doesn’t get some help,” she shouted at Steve.
	“Keep your voice down,” Steve ordered.
	She was about to say something else when she heard April scream from inside the motor home and started crying again.
	“That son of a bitch,” Steve said. “I was gonna fuck her first!” 
	

 
	
	  
	
	
	
	  


	
	
CHAPTER 9

	Steve was driving the motor home while Willie was guarding their prisoners, the Williams family. He had all of them tied up including Travis who was finally consciousness from the severe blow to the head the night before. His face was bloody and swollen, his tee shirt now soaked in dried blood. Ann was unharmed, but it did not appear to be that way, her shirt was bloody, but it was all from her husband’s head wound. Both of the boy’s faces were bruised from Willie beating on them. April had not been beaten, but she sat there in tears.
	“How does it feel to be driving this rig in Colorado?” Willie asked Steve. 
	“It feels real good. You ought to try it for awhile. Some of these corners are a bitch and drivin’ uphill it awful slow especially pullin’ that Explorer behind us.”
	“Well, I’ll drive it later,” Willie told him. ‘But what I need more than anything is a little nap. I’m about beat, I need some sleep! How about you, are you doin’ okay?”
	“I’m okay.”
	Willie turned to the Williams family. “Listen to me,” he said loudly. “I’m gonna take a little nap and I don’t want any of you bastards tryin’ anything.” He held up the pistol. “I’m gonna be sleepin’ with this little son of a bitch and the first one of your fuckers that try anything, I’ll kill you right where you sit. Are we clear on that?”
	The Williams family listened to him, but they did not respond.
	Willie looked over at Steve. “You still got that other pistol I gave you?”
	“I can’t drive and stand guard at the same time,” Steve protested.
	“I’ll be right behind you layin’ in the floor. Just holler if you see something,” Willie told him.
	“Aw, just relax and take your nap. Everything will be okay.”
	Willie lay down in the floor and within minutes, he was asleep. Ann saw this as an opportunity to talk with Steve and try to reason with him since it was obvious to her that Willie was the leader of the two. “What are you planning on doing with us?” she asked Steve as he drove along through the hills.
	“We haven’t decided on that yet,” he answered glancing back at her in the rearview mirror.
	“You have our motor home and our SUV, why do you need us?” Steve did not answer. “You’re going to kill us, aren’t you?”
	“Could be,” Steve smiled.
	“What kind of animals are you? My family and I have done nothing to you.”
	Steve looked up in the mirror and smiled at her.
	“Damn you, you sick bastards!”
	“Shut up,” he shouted at her growing tired of the conversation. “One more word out of you and you’ll wish that you would have kept your fuckin’ mouth shut!”
	A few minutes later, Willie woke up from his nap. He looked around at the Williams family and then over to Steve. He slowly got up and walked over to where Steve was driving. “Are you ready for me to take over?”
	“I thought you’d never ask,” Steve smiled and started slowing down. He found a spot on the side of the road where he could stop the vehicle just long enough for Willie to get under the wheel. As Willie pulled back out on the road, Steve walked over to Ann. “You know what? You remind me of my Mama,” he said and then laughed. “Do you wanna fuck?”
	“I’d rather die,” Ann said defiantly.
	“That can be arranged,” he shouted at her.
	Willie was watching in the rearview mirror as he drove. “Damn, Steve, don’t you want a nap?”
	“I wanted a piece of ass first,” Steve shouted at him. “Is that alright with you?” He turned back to Ann smiling. “Don’t worry, it’ll be the best you ever had.”
	“Leave my wife alone,” Travis shouted at him.
	Steve quickly looked over at him. “Did I say that you could talk? Did I give you permission to talk?” he shouted turning red in the face. He suddenly hit Travis in the back of the head where his wound was. Travis hollered in pain as his head started bleeding again and Steve pushed the pistol in his face. “The next time you say something to me will be the last time that you ever speak another word!” He held the gun there for a moment and then suddenly took it away. He grabbed Ann by her tied hands and drug her toward the back of the motor home.
	After he had raped Ann, Steve was sitting in the floor looking at the Williams family thinking about how much they reminded him of his family. He could not explain his anger and resentment toward his own family, he never could, he just knew that he hated them. He shook his head violently and jumped to his feet rushing over to Willie. “That’s it! Stop this son of a bitch right now,” he shouted. “These fuckin’ people make me sick! I’m tired of lookin’ at them; I’m tired of ridin’ with them! I want out!”
	Willie looked over at him smiling. “What the hell is the matter with you, man?”
	“I can’t take this shit anymore! Just stop and I’ll unhook the Explorer and I’ll follow along. I just need to be by myself for awhile!”
	“Okay, we’ll do that, but first, I need your help,” he said pointing to the fuel gauge. “See that? We’re almost out of fuel, so the next place that we come to, we gotta get some. I need you for that ‘cause if you ain’t back there holdin’ a gun them, they’re gonna yell for help. Okay? Can you help me out on this?”
	Steve thought for a moment trying to calm himself down and nodded.
	“Okay, go back there and see what kind of credit cards your Daddy’s got,” Willie smiled as Steve gave him a cold, hard look.

	Willie was out filling the motor home with fuel when the station attendant came out to chat. “Sir, would you like for me to wash that windshield for you?” he asked.
	Willie shook his head smiling. “Oh, hell, no, it’s just fine.”
	The attendant sighed his relief. “Thank you, sir; I have a hard time reaching those damned things.”
	“How far is it on up to Denver?” Willie asked stretching.
	Before the attendant could answer, there was a scream inside the motor home. Willie could hear Steve’s footsteps over to whoever it was and then silence. He looked over at the attendant and smiled. “Damned kids, you can’t take ‘em anywhere without a fight.”
	“I know exactly what you mean,” the attendant said with a grin. “I’ve got four of my own. Thank you and good day to you, sir.” He walked off leaving Willie to finish fueling since he paid at the pump with a credit card.
	When Willie got back in the motor home, he found Steve sitting on top of Ann holding his pistol to her head.
	“What the hell is goin’ on in here?” he asked.
	“I’m gonna waste this bitch as soon as we get back out into the mountains,” Steve told him.
	Steve cooled off somewhat as they drove along, but he still wanted out of the motor home. Willie stopped a few more miles down the road and got out to help Steve unhook the Explorer. When they were finished, they went back inside of the motor home and Willie got under the wheel. Steve looked the Williams family over. He walked over to April and knelt down in front of her and cut the ropes off of her feet. “Come on, you’re ridin’ with me,” he told her as they stood up.
	April looked down at her parents and started crying. “Come on, dammit, we ain’t got all day,” he yelled at her.
	“No,” Ann shouted. “Don’t take my baby, take me!”
	Steve grabbed hold of April’s hands and looked down at Ann. “Who’d want your old ass?”

	Steve was in the Explorer with April driving fast and reckless in front of the motor home. Willie was trying his best to keep up with him as they drove down the narrow two lane road that wound through the mountains. 
	“You’re going to kill us all if you don’t slow down,” Ann shouted at him as he drove.
	“Shut up, bitch” Willie hollered back at her.
	“She’s right,” Travis said. “This vehicle wasn’t made to take corners this fast.”
	“Both of you shut up,” Willie shouted at them trying to concentrate on his driving. “I’ve got enough to worry about without ya’ll naggin’ the hell outta me!”
	“We’re just trying to tell you to slow down,” Travis explained. “We’ve got kids in here!”
	“And I’m just tryin’ to tell ya’ll to shut the hell up!”
	Steve was watching Willie in the rearview mirror trying to keep up with the Explorer with a little smile on his face. “Look that that crazy bastard drive,” he said to April.
	April did not look back. She just sat there looking out the window with tears rolling down her young face. 
	“What’s the matter with you?” Steve asked her.
	She ignored him.
	“Well, fuck you then,” Steve told her as he drove even faster. They approached a set of curves on the high side of the mountain and Steve was driving so fast that they skidded around the first one.
	“That crazy son of a bitch,” Willie shouted as they went around the first curve. The second curve was even sharper and Willie tried his best to negotiate it, but the motor home flipped over the guard rail and down the steep incline of the mountain. The motor home tumbled down, rolling over and over and falling apart along the way, but it did not explode.
	Steve saw the accident happen in his rearview mirror and slammed on the brakes to turn around. He raced back to the spot of the accident and skidded to a stop.
	“Stay in the car,” he screamed at April as he opened the door to get out. He ran over to the edge of the hill and looked down. He could see bits and pieces of the motor home scattered all the way down the side of the hill. He stood there hoping to see some movement somewhere. “Willie! Willie,” he shouted down the hill.
	April watched on in horror knowing that her parents and brothers were probably dead. She jerked the car door open with her tied hands and started running away down the highway. She could hear a car approaching from around the corner and she continued to run toward it screaming and crying. 
	Steve heard her just in time to turn around and see the car slowing down to stop. He dashed toward the Explorer, got in and drove away.
	Willie, Travis, Jessie and Tony were all dead and scattered in different locations down the side of the hill. Ann was lying on the ground bleeding, but she was still alive.
	
	
	
	
	
	
	










CHAPTER 10

	Steve was sitting at an almost deserted coffee shop in Denver at 4:30 on the morning. He felt no remorse for the Williams family or any of his other victims. He felt nothing for his friend Willie; all he was concerned about was avoiding the police and looking for someone that might help him along the way. For that moment, that person could have been Darla, the attractive young woman working at the coffee bar. She would either help him or become his next victim; he had not decided that yet. Since there were only four other coffee drinkers there, she had plenty of time to stand around and get to know Steve. 
	“So, anyway, I came all the way up here for a driving tour of the state and wrecked my car yesterday,” he lied to Darla. “Now, I’m stranded here in a little motel room a few blocks away.” He took another sip of his coffee and laughed, “Am I havin’ some luck or what?”
	Darla smiled and lit up a cigarette. “Sounds like you’re full of good luck.” She took a puff off her cigarette and exhaled. “I get off work in another hour. Why don’t you hang around? I know of a great spot where we can go and watch the sun come up over the mountains.”
	Steve grinned thinking that he had this deal in the bag. “Sure, but I don’t have a car, remember?”
	“We can take mine.” She walked over to the phone on the wall and picked up the receiver. “I gotta call my baby sitter first, I’m sure it’ll be okay with her.” She dialed the number and waited for someone to answer. “Hello, Mama, listen, I’m gonna go out for awhile when I get off work. Is that okay?”
	True to her word, Darla took Steve out to the mountains in her old Buick Skylark and parked facing east to watch the sun come up although neither one of them was really interested in watching the sun rise. They began making out and soon, their clothes were off and they were having sex. Darla was straddling Steve who was sitting in the seat. While they were going at it hot and heavy, Steve slid his hands from her buttocks to her breasts and then to her neck. Thinking about how good his orgasm would be if he started to choke the life out of her, Darla opened her eyes and looked at him. He innocently smiled at her. “Can I stay over at your place?”
	“What about your motel room?” she asked knowing that her Mother would probably have a fit.
	“I just don’t want to be alone,” he told her.
	Darla closed her eyes and started pumping again. She did not want to talk, she wanted to climax. “Sure, anything you want.”

	Darla was dressed and ready for work when he walked to her bedroom and opened the door to find Steve still in bed sound asleep. “Hey, sleepy head, wake up,” she said loudly and waited for Steve to open his eyes. “You’ve been sleeping all day. It’s time for me to go back to work and for your to go to the motel.”
	He sat up in bed gathering his thoughts. “Work? Hell, I thought it was time to party. Why don’t you call in sick or something? Let’s go have some fun.”
	She thought for a moment, it never took much persuasion to talk her out of going to her boring job at the coffee shop. “You’ve got deal; just let me make a couple of calls. We can have a few drinks and let’s go over to that motel room of your’s and make wild, passionate love!”

	After hitting a few bars around town, Steve and Darla were drunk and driving down a busy street when Officers Lee and Pogue saw Steve turn up a can a beer and take a swallow right in front of them. “Did you see that?” Lee asked his partner.
	“I damned sure did,” laughed Pogue. “We’ve got one, buddy!” He put the patrol car in drive and they sped off after them with their lights on and siren basting.
	Steve saw the flashing lights in the rearview mirror and speeded up. “What’s the matter?” Darla asked concerned.
	“The fuckin’ cops are after us!”
	“Oh, shit! If my boss finds out about this, he’ll fire me for sure!”
	Steve drove even faster
	“What are you doing? Why don’t you just stop and get it over with?” Darla shouted.
	Steve floored the accelerator as they were about to go through an intersection and they crashed into another car. The impact knocked Darla unconscious, but Steve was unharmed. Lee and Pogue rushed up to the car and drug Steve out and slammed him on the ground and put handcuffs on him.
	“What the hell did you think you were doing?” Lee shouted at him and looked up at his partner. “Call for help!” While Pogue was calling for backup and an ambulance Lee turned back to Steve. “As soon as the ambulance gets here, me and you are gonna take a little ride down to the jail.”
	Pogue rushed over to Darla to check on her. Her forehead was bleeding and she was still unconscious, he then rushed back to the other car that they had crashed into to check on them.

	Once back at the police station, Steve was given a breathalyzer and booked for DUI. He did not have a license on him or any other form of identification and told them that his name was Raymond Whitaker from Colorado Springs. After a check, they found that he was laying to them. He then told them that his name was Joseph Adkins from Raton; they again found that to be false. They placed him in the interrogation room for further questioning. 
	The police sergeant was looking through the window of the door of the interrogation room with Lee. “You know, I think you’ve got a live one here.”
	“What do you mean by that?” Lee asked.
	“I mean that son of a bitch fit’s the description of the man that girl described as one of the kidnappers of that family. We’ll get that kid in here in the morning and see if she can’t make an ID on this asshole.”
	 
	April was standing behind the two way mirror looking at Steve and crying. Detectives Robbins and Nelson were standing there with her watching her reactions. Robbins put his arm around her trying to be of some comfort. “Are you sure that’s him?” he asked.
	“Yes, that’s him! I’m sure,” she sobbed. If it wasn’t for him my Dad and brothers would be alive right now and my Mom wouldn’t be in the hospital.
	Nelson looked over to Robbins. “Let’s get a picture of this guy and take it down to the hospital for Mrs. Williams to see.”

	Nelson and Robbins walked in the interrogation room with Steve for the first time after Mrs. Williams also gave them a positive ID; she had even told them that his first name was Steve. Willie had a driver’s license on him the day he crashed the Williams’ motor home and they knew that he was a convict from Texas, so they figured that Steve was too. 
	Steve had grown impatient being held by the cops, he wanted to be released and if he were to be released, he would disappear and they would never find him again. “Come on guys, I’ve been here all damned night and most of this day. How long are you gonna keep me here?” he asked when the two detectives walked in. “This is bullshit!”
	“Oh, come on, Steve,” Nelson smiled at him. “Your name is Steve, right? That’s what everybody’s been saying. It’s not Raymond or any other of those fake names that you’ve been giving us. It’s Steve and you and your dead buddy, Willie, are from Texas, ain’t that right?” 
	Steve looked up at him wondering just how much these two actually did know about him.
	“You see, Steve, we know that you’re not being truthful with us,” Nelson continued on. “You see, we’ve got two people that have made a positive ID on you.”
	“You don’t have shit! All you guys can get me on is DUI,” Steve shouted at them.
	Robbins shook his head no. “Our witnesses say that you’re the man, so explain to us how you came up here to Colorado.”
	“I told you, I came in my own fuckin’ car!”
	“And where is that car now?” Robbins asked.
	“I don’t know.”
	“You don’t know where you parked it?” Nelson asked. “You mean you lost your car?”
	“Was it stolen?” Robbins asked.
	“It may be by now,” Steve said smiling.
	“And what kind of car did you say it was?” Nelson asked. 
	“A Blue Honda.”
	Nelson laughed. “And you drove it all the way up here without a license or an ID, right?”
	Steve nodded and Nelson looked over at Robbins and winked with a grin on his face. “See? This is what I’ve been talking about. There’s just not enough patrolmen out on the roads these days.”
	“I agree,” Robbins said. “How else could a scumbag like this get all the way up here from Texas? Thank goodness the Denver Police Department is on their toes.”
	“When can I make bail?” Steve asked them not amused with their routine. My four hours of detox is over and now I have the right to make bail and be released.”
	“Oh, yeah, that’s right,” Nelson told him. Normally, a person can make bail after they sober up, but not you. We’ve got a little surprise for you, Steve. You see, we didn’t tell you this, but we found the Williams’ Explorer. It seems that someone left it on a supermarket parking lot. Now, me and old Robbins here, we just a couple of ignorant assholes. What we’re doing is waiting for all of the college boys to finish up their work checking out all of the evidence and such. You know, those boys sure like their microscopes. They just love to check fingerprints and little hairs and all of that crap. Forensics, that’s what they call it. Ain’t that right, Robbins?”
	“I believe so,” Robbins grinned.
	“You see, Steve, what they’re looking for is something to nail your ass with. Now, I know that you don’t mind staying here a couple of more hours so they can check it all out. After all, we’ve got a state of the art facility here that was built with tax payer dollars. If everything checks out, you’ll be out of here before sundown, but if there’s one little piece of evidence that links you to that Ford Explorer, we’ll be seeing a lot of each other.”


CHAPTER 11

	Alan Foote was a middle aged man with a receding hair line and wore thick black rimmed glasses. He was less than enthusiastic about being Steve’s court appointed attorney, but there was nothing that he could do about it. He had met Steve on two previous occasions and was not impressed at all. He just did not like the young murderer, but he would provide him with an adequate defense. He was sitting on the interrogation room with Steve waiting for Nelson and Robbins to arrive. 
	Robbins came in smiling as he walked in with his partner and sat down at the table with them. “Stevie boy, we’ve been doing our homework on you and it don’t look good for you, buddy.”
	“Gentlemen, my client wishes to make a confession in exchange for a deal in court,” Foot told them.
	“No way, we ain’t making no deals,” Nelson quickly said. 
	Foot looked at him and sighed deeply. “Gentlemen, if you will just hear us out.”
	“We don’t wanna hear you out because we’ve been down this road before,” Robbins told the lawyer. “You client is gonna confess to some of the lesser crimes and then blame the whole darned thing on his dead partner.”
	“We want you to hear us out first before you proposition us with some hair brained deal,” Nelson added before Foote could say anything. “First: We’ve got Steve’s fingerprints all over the Williams’ Ford Explorer as well as the pistol we found in it. We’ve got a positive ID from Mrs. Williams and her daughter plus a statement from each stating that little Stevie here kidnapped them, beat them, raped them and terrorized them along with other allegations that are too numerous to mention. Second: With the help and cooperation of other law enforcement agencies, we have found an older model Ford that belongs to the wife of one Willie Wells that had been abandoned in the woods. Inside of this car we have found the fingerprints of Mr. Wells as well as those belonging to young Steve here. In addition, we have found bloodstains of Sylvia Martinez of Albuquerque, New Mexico. We have also found even more bloodstains that are, as of this time, unidentified.”
	“Hell, I did it,” Steve blurted out. “I confess, what more do you want? I can help you find the bodies of the victims that we hid. I want to help in any way that I can and I will as long as you can promise me that you won’t seek the death penalty. I don’t want to die.”
	Robbins looked at him a moment and then turned to Nelson. “Aw, isn’t that touching? Little Stevie doesn’t want to die.”
	“I’ll get with the district attorney and we’ll talk about it,” Nelson told Steve after thinking for a moment. “As far as the state of Colorado goes, I’m pretty sure that we can make a deal, but we certainly can’t make any deals for the states of New Mexico	and Texas.”
	Robbins chuckled. “Texas is some death penalty happy sons of bitches down there. They love that lethal injection stuff.”

	Two weeks later, the interrogation room was crowded with Nelson, Robbins, Alan Foote, a Texas Ranger, a United States Marshal from New Mexico named Reyes and, of course, Steve. They have microphones, tape recorders and a video camera set up. Nelson checked over the equipment and sat down with the others. “Okay, Steve, it’s your show,” he said to get the taped confession started.
	Steve took a deep breath. “I must have been twelve years old when I first realized that I hated my parents.”
	“Hold it, Steve,” Robbins interrupted. “Nobody here gives a shit about all of that psychological bullshit. Cut to the chase, we don’t want to hear your life story.”
